Port,SupplyDemand,Num Samples
Luba-7c3ce5a043e8,Supply,13
Lucaya-3d36bf68693f,Demand,52
Lucaya-3d36bf68693f,Supply,5311
Lufeng-c78290742b89,Supply,157
Luka Umag-0e9383c97640,Demand,389
Lumut-3dba541680de,Demand,32
Lushun-b9d1b7664b30,Demand,273
Lyness-b0a6e09ce2a9,Demand,197
Lyness-b0a6e09ce2a9,Supply,606
Macae-04cbbcf288b4,Supply,25
Macduff-60ed9bc1ed62,Demand,20
Macduff-60ed9bc1ed62,Supply,47
Madre De Deus-1d2feb9c4dd5,Demand,22
Madre De Deus-1d2feb9c4dd5,Supply,23
Madura Terminal-9e5b960103f1,Supply,25
Magpetco-c6d4b432d715,Demand,33
Magpetco-c6d4b432d715,Supply,29
Mai Liao-4dcea326f7a3,Demand,175
Mai Liao-4dcea326f7a3,Supply,2772
Makung-dba622fbac1f,Demand,663
Malabo-31e86d3dcbcb,Supply,74
Malacca-d424d47f4e04,Demand,11
Malacca-d424d47f4e04,Supply,135
Maldonado-1e4b751efa88,Demand,124
Maldonado-1e4b751efa88,Supply,18
Malmo-a3bc35ec1802,Supply,175
Malta Freeport-d3fb8c6279a1,Demand,23
Malta Freeport-d3fb8c6279a1,Supply,12
Mamonal-3f9fa4be84a1,Demand,50
Mamonal-3f9fa4be84a1,Supply,46
Manzanillo-e3f77d2cc736,Demand,102
Maoming-3dec36d49de2,Demand,556
Map Ta Phut-202fdc862c4c,Demand,360
Map Ta Phut-202fdc862c4c,Supply,18
Maracaibo-9c00abcf4d8a,Demand,148
Maracaibo-9c00abcf4d8a,Supply,19
March Point-2b6c25829a80,Demand,590
March Point-2b6c25829a80,Supply,91
Marcus Hook-9826103388b5,Demand,430
Marcus Hook-9826103388b5,Supply,100
Marmara Ereglisi-b53ee56ec9d8,Demand,9
Marrero-5646d4d00bdf,Supply,67
Marsa Al Hariga-915f1727d69b,Supply,12
Marsa-el-Brega-47896c91db43,Supply,9
Marsden Point-fcb0af7daf9a,Demand,88
Martinez-3b2eed3fba73,Demand,65
Martinez-3b2eed3fba73,Supply,625
Massawa-7c22a25024d3,Demand,13
Massawa-7c22a25024d3,Supply,33
Matanzas-0c7cf8ac0c2c,Demand,11
Meizhou-c47a793b6d55,Demand,324
Melbourne-b02fe931e82d,Demand,25
Melbourne-b02fe931e82d,Supply,15
Mellitah-f0d1246755ae,Supply,16
Mersin-96488f75954b,Demand,67
Mersin-96488f75954b,Supply,83
Mesaieed-a9436ca46624,Supply,12
Methil-e66612f17632,Demand,1159
Methil-e66612f17632,Supply,20
Midia-3dfd7036f3cc,Demand,29
Miike-Miyake-ef6584fefcde,Demand,52
Milazzo-fab25159eebe,Demand,387
Milazzo-fab25159eebe,Supply,216
Milford Haven-c669fc0bc437,Demand,26
Milford Haven-c669fc0bc437,Supply,82
Mina Abd Allah-32fa51f996b2,Supply,17
Mina Al Ahmadi Sea Island-98bd957bb207,Demand,91
Mina Al Ahmadi Sea Island-98bd957bb207,Supply,26
Mina Al Ahmadi-2d893ce729f6,Demand,10
Mina Al Ahmadi-2d893ce729f6,Supply,219
Mina Al Fahl-2478ba60dc4c,Demand,1599
Mina Al Fahl-2478ba60dc4c,Supply,56
Mina Saqr-91789deda526,Demand,85
Mina Saqr-91789deda526,Supply,120
Mina Saud-512fccf68466,Supply,17
Mindelo-0db13e7faaf3,Supply,71
Miri-1bb8c2143a5b,Supply,36
Mizushima-972596797070,Demand,164
Mobile-17568e28e776,Demand,707
Mohammedia-9d281db1f7e0,Demand,205
Mongstad-8338fd2d4afb,Demand,446
Mongstad-8338fd2d4afb,Supply,469
Montevideo-e1e5b78ae3af,Demand,99
Mostaganem-442f884f1f1d,Supply,40
Mostyn-bac51b8666bf,Demand,70
Moudi-a9543110b4e5,Supply,309
Muara Port-d2c7fb7122af,Demand,124
Mubarraz Oil Terminal-440295344cd7,Supply,216
Mumbai-2401570c9a9e,Demand,90
Mumbai-2401570c9a9e,Supply,2498
Mundra-77b0b5c9bfc5,Demand,92
Mundra-77b0b5c9bfc5,Supply,13
Murmansk-9908e9ea9558,Demand,78
Murmansk-9908e9ea9558,Supply,55
Muuga-98111e964fdd,Demand,22
Muuga-98111e964fdd,Supply,15
Nagasaki-7e87edcef775,Demand,257
Nagasaki-7e87edcef775,Supply,799
Nagoya-0273cf38f24f,Demand,1426
Nakhodka-eaf8326ce14b,Demand,329
Nakhodka-eaf8326ce14b,Supply,935
Namikata-47315960812a,Demand,187
Nansha-30b0e011c238,Demand,26
Nansha-30b0e011c238,Supply,13
Neapolis-e3a053861e52,Demand,51
Neapolis-e3a053861e52,Supply,570
Nederland Terminal-aba03a4a335d,Demand,145
Nederland Terminal-aba03a4a335d,Supply,122
Nemrut Bay-e89f801cf7ac,Demand,65
Nessebar-a47f3d0c08c1,Demand,17
Neves-981d0a428655,Supply,491
New Amsterdam-bc809b3811e1,Supply,33
New Mangalore-db679cd54805,Demand,167
New Mangalore-db679cd54805,Supply,270
New York/New Jersey-8cd5e206ca6b,Demand,13
New York/New Jersey-8cd5e206ca6b,Supply,12
Newhaven-1163ef20f7e0,Demand,155
Newport Beach-a7f62131303e,Demand,21
Newport Beach-a7f62131303e,Supply,11
Nghi Son-ee0978a45495,Demand,333
Ngqura-56172ec93945,Demand,28
Nicaro-631a50aefa47,Demand,67
Nieuwpoort-43a962e9aa39,Demand,387
Nieuwpoort-43a962e9aa39,Supply,15
Nigg-d550ac3d0b8f,Demand,452
Nigg-d550ac3d0b8f,Supply,365
Nikiski-9d186f9b4554,Supply,48
Nipah-d6661f39660d,Demand,39
Nishihara-c446948844e2,Demand,112
Niteroi-4f72e75cb748,Demand,239
Niteroi-4f72e75cb748,Supply,345
No 1-a3f3dce2871b,Demand,12
Norco-37e4851cb966,Demand,760
Norte Capixaba-63d8032fd2be,Supply,19
Northville-2e33ffbc97a8,Demand,60
Nouadhibou-47c16e5fd8bb,Supply,78
Noumea-06b91e621e7c,Demand,10
Novorossiysk CPC-3b26a9570fd1,Supply,74
Novorossiysk-45a5021eee47,Demand,23
Novorossiysk-45a5021eee47,Supply,17
Nyanga-12d8f6a196a1,Supply,22
Nynashamn-cb97573cc92f,Demand,12
Odden-b7d736f50f00,Demand,15
Odden-b7d736f50f00,Supply,12
Odessa-0ecbd229fca4,Demand,443
Odessa-0ecbd229fca4,Supply,288
Odudu-b8f65d99c416,Supply,16
Oita-d53c3f263e6d,Demand,376
Okata-b23de0969a82,Demand,12
Okha-bbd56498dcb1,Demand,79
Okha-bbd56498dcb1,Supply,13
Okinawa-49d614b5d6e9,Demand,91
Okinawa-49d614b5d6e9,Supply,215
Omisalj-89ece074914b,Demand,29
Omisalj-89ece074914b,Supply,25
Omo-6d353f446c37,Demand,37
Onagawa-0d3e08088a7a,Demand,28
Onahama Ko-7a3fed174612,Demand,258
Onsan-a7dc5f7a135b,Demand,104
Onsan-a7dc5f7a135b,Supply,13
Oostende-48dec42d65d0,Demand,20
Oran-6cbf14d6ae9b,Supply,47
Oranjestad-5fc0525971c3,Demand,63
Oranjestad-5fc0525971c3,Supply,303
Pachi Oil Terminal-a5df6199c9be,Demand,319
Palanca-bfff6a80e78a,Supply,33
Palembang-dd3c7a4a3537,Demand,38
Palembang-dd3c7a4a3537,Supply,99
Palenque Terminal-654496174969,Demand,29
Panama City-6a366b46b9bd,Demand,167
Panama City-6a366b46b9bd,Supply,207
Panjang-6ec3de3c55d8,Demand,244
Paradip-bbfab942f25c,Demand,9
Pascagoula-7c3cc504a701,Demand,1434
Pascagoula-7c3cc504a701,Supply,53
Pasir Gudang-afa2862ca9bc,Demand,24
Pasir Gudang-afa2862ca9bc,Supply,12
Paulina-65688ac9480b,Supply,77
Paulsboro-b860100abb51,Demand,1166
Pecem-19e976efca40,Supply,13
Pelintung-a3284c716c14,Supply,1167
Pembroke-c44d85ab621f,Demand,9
Pembroke-c44d85ab621f,Supply,33
Penara Terminal-d7cc9807a741,Supply,38
Penco-7e69146a18ac,Demand,15
Penco-7e69146a18ac,Supply,43
Pengerang-1ae97f4f549d,Demand,51
Pengerang-1ae97f4f549d,Supply,58
Penglai-67e1910b3b9d,Demand,63
Pennington-9b814f3f0f8d,Supply,24
Peterhead-1d608731f5b3,Supply,56
Petrochina Marine Terminal-197859dadbe0,Supply,28
Philadelphia-51672418fa6a,Demand,1708
Philadelphia-51672418fa6a,Supply,534
Piraeus-c16ef333d5f0,Supply,185
Pivdennyi-2a9246bd7341,Demand,109
Point Richmond-0ffdde27d38d,Demand,10
Point Richmond-0ffdde27d38d,Supply,45
Point Tupper-f3e3e61dc2f7,Demand,13
Point Tupper-f3e3e61dc2f7,Supply,13
Pointe A Pierre-c31df0e03203,Demand,71
Pointe A Pierre-c31df0e03203,Supply,31
Pointe Noire-6d641be85e76,Supply,30
Pointe aux Trembles-e95b1231c0a4,Demand,39
Ponta Do Ubu-582fde5e4522,Demand,85
Ponta Do Ubu-582fde5e4522,Supply,158
Porbandar-380a662573a7,Demand,32
Porbandar-380a662573a7,Supply,9
Port Angeles-084976ad6a70,Demand,13
Port Angeles-084976ad6a70,Supply,13
Port Aransas-29a8105fada5,Demand,191
Port Aransas-29a8105fada5,Supply,12
Port Arthur-26aba1bc33e8,Demand,25
Port Arthur-26aba1bc33e8,Supply,63
Port Bonython-f61309eaca5a,Supply,177
Port Canaveral-42636cb5a3b7,Demand,50
Port De Salvador-f8855b05ba0e,Demand,30
Port De Salvador-f8855b05ba0e,Supply,17
Port Dickson-47b3d9faec98,Demand,23
Port Dickson-47b3d9faec98,Supply,55
Port Elizabeth-2813f670d2cf,Supply,33
Port Everglades-1f1d93739176,Demand,12
Port Fourchon-39947b92ce27,Demand,16
Port Fourchon-39947b92ce27,Supply,11
Port Hueneme-540f60da7884,Demand,14
Port Hueneme-540f60da7884,Supply,41
Port Ingleside-768a671ec8e5,Demand,158
Port Ingleside-768a671ec8e5,Supply,359
Port Isabel-69b426430620,Demand,1263
Port Isabel-69b426430620,Supply,281
Port Klang-083f09688b4c,Demand,30
Port Klang-083f09688b4c,Supply,218
Port Louis-086c06178a7f,Supply,479
Port Moresby-e02b8ef56428,Demand,18
Port Neches-b1543f00d56b,Demand,100
Port Neches-b1543f00d56b,Supply,15
Port O'connor-8bbd6bb0380c,Demand,126
Port O'connor-8bbd6bb0380c,Supply,31
Port Said-73e707725c62,Demand,358
Port Said-73e707725c62,Supply,42
Port Sudan-6d04a46dcc42,Supply,40
Port Sulphur-2fc90e4a048b,Demand,58
Port Sulphur-2fc90e4a048b,Supply,52
Port of Annobon-04ef05407850,Supply,59
Portland Maine-bb32d49f9edf,Demand,1340
Porto Acu-db9c1341eaaa,Demand,535
Porto Acu-db9c1341eaaa,Supply,78
Portocel-dd1fa02e9dc2,Supply,25
Portsmouth-5fe042cf526d,Demand,36
Prigorodnoye-556300b689ad,Supply,404
Primorsk-1745900bf09d,Supply,18
Progreso-c07ce3a81043,Supply,10
Puerto Armuelles-b7cc9a85245c,Demand,2859
Puerto Armuelles-b7cc9a85245c,Supply,1034
Puerto Banus-12e857644c1c,Supply,696
Puerto Carenero-275e38f214d3,Supply,11
Puerto Cortes-190c625f6973,Demand,10
Puerto Jose-bd9e62d67225,Demand,285
Puerto Jose-bd9e62d67225,Supply,69
Puerto La Cruz-04e122120f88,Demand,405
Puerto La Cruz-04e122120f88,Supply,174
Puerto Manzanillo-31047163653d,Demand,475
Puerto Miranda-dfaaa9f47168,Demand,190
Puerto Miranda-dfaaa9f47168,Supply,10
Puerto Pedernales-89d8e8549b46,Supply,87
Puerto Rosales-945fc5e1ffa4,Demand,34
Puerto Rosales-945fc5e1ffa4,Supply,25
Puerto Sandino-875494a578f2,Demand,100
Puerto Ventanas-cac3a8f8b448,Demand,142
Punta Cardon-a3b8a4418174,Demand,531
Punta Cardon-a3b8a4418174,Supply,29
Punta Loyola-a4806fa850c7,Supply,73
Punta Piedras-e061feee7553,Supply,233
Punte Del Este-c2678f3bb8e5,Demand,898
Puttgarden-cfa37499f821,Demand,10
Pyeongtaek-0e39670a71f6,Demand,54
Qalhat-6ddf9bae4f6c,Supply,84
Qingdao-910e8b237492,Demand,198
Qingdao-910e8b237492,Supply,29
Qinglan-dc7e9ab52c44,Supply,45
Qinhuangdao-09efc9c7c0d1,Supply,596
Qinzhou-55f3f1f842bb,Demand,14
Qinzhou-55f3f1f842bb,Supply,81
Qua Iboe-cd7ce6d027dd,Supply,18
Quanzhou-69958f2a6f4b,Demand,42
Quinfuquena-1cdfa3923a92,Supply,12
Quintero-4b0992806f09,Demand,57
Quintero-4b0992806f09,Supply,13
Rabigh-4c7cf4448302,Demand,68
Rabigh-4c7cf4448302,Supply,29
Ramsgate-6d72c4317595,Supply,11
Ras Gharib-305f907eb640,Demand,416
Ras Gharib-305f907eb640,Supply,541
Ras Laffan-cb891923a010,Supply,21
Ras Lanuf-d961b870ccc1,Supply,15
Ras Shukheir-8cbc214c7efa,Demand,209
Ras Tanura-601e8fb13c3c,Demand,28
Ras Tanura-601e8fb13c3c,Supply,180
Rayong-3ff1a19509c1,Demand,13
Rayong-3ff1a19509c1,Supply,11
Rijeka-c859ae2c1617,Demand,60
Rio De Janeiro-ef2da6007e09,Demand,10
Rio De Janeiro-ef2da6007e09,Supply,26
Rio Grande-acd35aa33e60,Demand,171
Risavika-704d5c9901be,Supply,13
Rizhao-ebeadf61186b,Demand,1432
Rodeo-8e7a19dc6520,Demand,58
Rosarito-06bc5c8b3eec,Demand,108
Rosarito-06bc5c8b3eec,Supply,30
Rostock-3757c4df2366,Demand,137
Rostock-3757c4df2366,Supply,456
Rotterdam-92c070ce8e92,Demand,19
Rotterdam-92c070ce8e92,Supply,15
Rovigo LNG Terminal-4c3e484e457d,Demand,190
Rovigo LNG Terminal-4c3e484e457d,Supply,696
Rozi Island-2d31e93a80af,Demand,470
Rozi Island-2d31e93a80af,Supply,348
Ruwais-1ef3a6e42f3e,Demand,26
Ruwais-1ef3a6e42f3e,Supply,525
Ryde-55baeddac00e,Demand,16
Ryde-55baeddac00e,Supply,83
Rye Harbour-7fdaa1afd4e3,Demand,1462
Sabah Terminal-f96b052e46b2,Supply,24
Sabang-5d21d8589893,Demand,13
Sacomar Port-a4cafbecbd97,Supply,19
Sadat-9e690dd0eaf0,Demand,99
Sadat-9e690dd0eaf0,Supply,607
Saiki-e99fcec97afa,Demand,530
Saint John-99b5182a722a,Demand,64
Sakai-Semboku-c9b22e968c26,Demand,15
Saladin Marine Terminal-347c4826eab4,Supply,149
Salamis-db1e608fdaf0,Demand,175
Salaya-f0cd43ecdfdb,Demand,66
Salcombe Harbor-3e15227ecf9a,Supply,54
Saldanha Bay-74e231f7029a,Demand,465
Saldanha Bay-74e231f7029a,Supply,270
Salina Cruz-bef5961095f2,Supply,242
Salman-99b0595bd4d6,Supply,534
San Diego-3ec4fffd4225,Demand,11
San Diego-3ec4fffd4225,Supply,10
San Francisco-4df83263d680,Demand,32
San Francisco-4df83263d680,Supply,18
San Francisco-5cbd79283bad,Demand,22
San Francisco-5cbd79283bad,Supply,46
San Lorenzo-42507b58e7bf,Demand,731
San Nicolas-ff36bc1d90be,Demand,240
San Nicolas-ff36bc1d90be,Supply,84
San Pedro-0f135772b35e,Supply,62
San Sebastian Bay-61ff4b7d4540,Supply,14
San Vicente-37d45c87e8d9,Demand,45
San Vicente-37d45c87e8d9,Supply,413
Sanghi-05520d2f3b3f,Demand,23
Sanghi-05520d2f3b3f,Supply,10
Santa Cruz De Tenerife-e085fe41fd98,Demand,10
Santa Cruz De Tenerife-e085fe41fd98,Supply,140
Santa Panagia-efd40d901d95,Demand,476
Santa Panagia-efd40d901d95,Supply,77
Santan Terminal-9556d7983b63,Supply,51
Santo Antonio-cb00400ad4d6,Supply,38
Santo Tomas De Castilla-36a6bca53908,Supply,300
Santos-78f08d89b90b,Demand,1022
Santos-78f08d89b90b,Supply,12
Sao Francisco-a1636f5a0ca0,Demand,102
Sao Francisco-a1636f5a0ca0,Supply,38
Sao Sebastiao-0bca302110e4,Demand,40
Sao Sebastiao-0bca302110e4,Supply,396
Sao Tome-d8d7b9acbc72,Supply,39
Sarooj-d08b728964a0,Supply,35
Sarroch-5e39efaa7d08,Demand,898
Sarroch-5e39efaa7d08,Supply,59
Sattahip-70f1ba9bab58,Demand,34
Sattahip-70f1ba9bab58,Supply,24
Savona-db69bf4d9293,Demand,37
Savona-db69bf4d9293,Supply,17
Scheveningen-390407975ccc,Demand,144
Scheveningen-390407975ccc,Supply,97
Seattle-0e8e26b0e307,Supply,12
Sendai-d38eada9633b,Demand,39
Senipah-46d51be78b14,Demand,446
Senipah-46d51be78b14,Supply,10
Seogwipo-e71a59ee24b6,Demand,115
Seria-f656b1790602,Demand,565
Seria-f656b1790602,Supply,12
Severomorsk-d6ae36680926,Demand,12
Severomorsk-d6ae36680926,Supply,249
Sha Lung Terminal-0d1fe7cd72a2,Demand,36
Shanghai-0939779c35c2,Demand,17
Shanghai-0939779c35c2,Supply,41
Shantou-c41625a6f27d,Supply,9
Shanwei-6e2c129929a4,Supply,9
Sharm ash Shaykh-16045f0f6570,Demand,135
Shek Wu-66cd7894b8bd,Demand,32
Shenao-048edcc3200c,Demand,15
Shenzhen-efd846b87115,Demand,33
Shibushi Wan-9ff6fc1396fd,Demand,13
Shibushi Wan-9ff6fc1396fd,Supply,17
Shidao-f39f4c14e009,Demand,11
Shidao-f39f4c14e009,Supply,461
Shih Pu-9432ef173b5c,Demand,484
Shimotsu-3d4c4b2e6f91,Demand,1422
Shimotsu-3d4c4b2e6f91,Supply,99
Shisuo-f2a9d7b07860,Demand,13
Shoaiba-b2f055a8ad2c,Demand,35
Shoaiba-b2f055a8ad2c,Supply,14
Shoreham By-sea-539979e1dc61,Demand,36
Shuaiba-f453b0bc3593,Supply,12
Shuidong-023438863782,Demand,48
Shuqaiq-b93cf1301611,Demand,10
Shuqaiq-b93cf1301611,Supply,146
Sidi Kerir-552c943d8b08,Demand,764
Sidi Kerir-552c943d8b08,Supply,67
Sikka-2412f3454235,Demand,53
Sikka-2412f3454235,Supply,299
Sillamae-907fb7299dee,Supply,18
Sines-ab49749a9544,Demand,2585
Sines-ab49749a9544,Supply,56
Singapore-bfe15a9e31a0,Demand,234
Singapore-bfe15a9e31a0,Supply,26
Siri Terminal-49364b130a93,Supply,10
Sitra-64d805f973cc,Supply,42
Skagen Havn-db9fa00eadc5,Demand,61
Skagen Havn-db9fa00eadc5,Supply,14
Skikda-d728e6dfae5d,Supply,12
Skoldvik-9ac362d9504c,Demand,739
Skua Venture Terminal-f21130fd8ee9,Supply,79
Slagen-7e8c12fa544b,Demand,99
Slagen-7e8c12fa544b,Supply,25
Smiths Bluff-8218c47cd56c,Demand,20
Smiths Bluff-8218c47cd56c,Supply,470
Smogen-6c00d509baec,Demand,293
Smogen-6c00d509baec,Supply,10
Sohar-96f03dd66949,Demand,589
Sohar-96f03dd66949,Supply,470
South Riding Point-3209f163c450,Demand,14
South Riding Point-3209f163c450,Supply,47
Southwest Pass-bcf54ac59c4c,Demand,872
Southwest Pass-bcf54ac59c4c,Supply,16
Soyo-Quinfuquena Terminal-5d7f58ba717c,Supply,15
Sriracha-6848d1a49775,Demand,568
Sriracha-6848d1a49775,Supply,80
St Croix-746521cb3acc,Demand,21
St Croix-746521cb3acc,Supply,91
St Eustatius-6d04d0582e89,Demand,20
St Eustatius-6d04d0582e89,Supply,403
St Petersburg-ee5cca05838e,Supply,58
St Rose-8366881db461,Demand,750
St Rose-8366881db461,Supply,149
St. James-f7d07a0501fa,Demand,46
St. James-f7d07a0501fa,Supply,63
St. John's-167371d92a27,Supply,10
St. Paul's Bay-173c82902bec,Demand,506
St. Paul's Bay-173c82902bec,Supply,10
Statfjord Terminal-4deb8eea9fde,Supply,20
Stigsnaesvaerkets Havn-121bc17e59e9,Demand,88
Stigsnaesvaerkets Havn-121bc17e59e9,Supply,11
Stromness-8f0bc183e5a9,Supply,13
Sture-306d65b12c37,Supply,42
Su-ao-5f52a1dad8f2,Demand,120
Suakin-b28c090bf93b,Supply,117
Suape-b993f91ea377,Demand,1880
Suape-b993f91ea377,Supply,85
Suez-4ad378ddd198,Demand,44
Suez-4ad378ddd198,Supply,30
Sugozu-bb976476029b,Supply,586
Sullom Voe-ed67292751d4,Supply,16
Sungai Udang-fdc7302ba47a,Demand,69
Sungai Udang-fdc7302ba47a,Supply,33
Sungaipakning-1ef0d5d41b98,Demand,633
Sunshine-c11110d611dc,Demand,23
Supsa-4307a17898f5,Supply,137
Suralaya-5cca1a6fc7fd,Demand,19
Tabangao-9a48d0aac0d7,Demand,24
Tachibana-6f7f6a7dfe03,Demand,26
Taean-f841f4ef5a9f,Demand,39
Taft-04f575e5d893,Demand,270
Taft-04f575e5d893,Supply,64
Taichung-7354b6d28ef6,Demand,199
Taipei-5a4e0dfabd8a,Demand,73
Taizhou-12321b93d725,Demand,21
Takoradi-d0135296250c,Demand,94
Takoradi-d0135296250c,Supply,106
Talara-9c8afdbf5bad,Demand,30
Talara-9c8afdbf5bad,Supply,15
Talcahuano-f218806b0ec7,Demand,24
Talcahuano-f218806b0ec7,Supply,66
Tallinn-55e0541e5b2a,Demand,11
Tallinn-55e0541e5b2a,Supply,10
Taman-9f1125c5b4b6,Demand,302
Taman-9f1125c5b4b6,Supply,207
Tampico-d7f4205ad8ae,Demand,352
Tampico-d7f4205ad8ae,Supply,16
Tanabe Ko-e8301a091f19,Demand,134
Tangier-Mediterranee-20d2f2d15e0b,Demand,9980
Tanjung Intan-dcdffcad4714,Demand,24
Tanjung Intan-dcdffcad4714,Supply,38
Tanjung Langsat-306a4b339ba9,Demand,16
Tanjung Langsat-306a4b339ba9,Supply,78
Tanjung Pakis-8e20d1ad4e27,Supply,17
Tanjung Pandan-fd7fe3aef696,Demand,22
Tanjung Pelepas-71ae886ba35d,Demand,169
Tanjung Pelepas-71ae886ba35d,Supply,10
Taranto-ede861548441,Demand,521
Tarragona-75e622055165,Demand,1106
Tarragona-75e622055165,Supply,36
Tartan Terminal-268340876e53,Supply,317
Tateyama Ko-41c66a8c4ac8,Demand,13
Taura-2b5bd2d8ee2a,Demand,1938
Tchatamba Marine Terminal-d624a7d093e5,Supply,10
Tecarmo Aracaju-a186b113ec8b,Supply,155
Teesport-736acdd7afa2,Supply,81
Teluk Rubiah-e4929c3bd877,Demand,28
Tema-ad7af47553e0,Demand,21
Tema-ad7af47553e0,Supply,31
Tenes-bcf7a64fa258,Demand,163
Tenes-bcf7a64fa258,Supply,1347
Tepre Terminal-1ae568886737,Supply,51
Texas City-28cb23375401,Demand,41
Texas City-28cb23375401,Supply,27
Thessaloniki-66e8437b5188,Demand,12
Tianjin-6fb346c7ceca,Demand,202
Tianjin-6fb346c7ceca,Supply,72
Toba-08f56e4aaa4e,Demand,15
Tomakomai-c94f864ced4a,Demand,124
Tomakomai-c94f864ced4a,Supply,14
Tosa-shimizu-e76ed49f73db,Demand,55
Tracy-69d17ddc9131,Supply,77
Tramandai-9708170895cc,Demand,47
Tramandai-9708170895cc,Supply,11
Tranmere-7a5883e42177,Demand,673
Trieste-2aed856f346e,Demand,10
Trieste-2aed856f346e,Supply,12
Trincomalee Harbor-9de2fbedb23d,Demand,12
Trincomalee Harbor-9de2fbedb23d,Supply,21
Troon-38d199a7c2e1,Demand,11
Tuapse-49cfa42e4026,Supply,10
Tuban Marine Terminal-23b7587789dc,Supply,32
Tuban-a24ac0e38ee9,Demand,27
Tuban-a24ac0e38ee9,Supply,23
Tubarao-4848d977be95,Demand,116
Tubarao-4848d977be95,Supply,13
Tumaco-1fcbbc4d05f2,Supply,151
Tutunciftlik-193af158122c,Demand,150
Tuxpan-d3f9c4372fe0,Demand,213
Ube-c273f1ec2e46,Demand,712
Ulsan-b3b140b8d0ea,Demand,251
Ulsan-b3b140b8d0ea,Supply,134
Umm Qasr-cf5700891386,Supply,11
Ushant-9da0b2371bfa,Supply,621
Ust-Luga-e9ea2bf59471,Demand,64
Ust-Luga-e9ea2bf59471,Supply,226
Vadinar-95b0ec8946e3,Demand,37
Vadinar-95b0ec8946e3,Supply,91
Vado Ligure-c87d27fa8b7b,Demand,168
Valdez-2044032df24e,Supply,70
Valletta Harbors-9964ebed3065,Demand,2381
Valletta Harbors-9964ebed3065,Supply,14
Vancouver-3e2e2c90248e,Supply,367
Varandey-d4bcafba1db4,Supply,537
Varanus-ce766ecf7dc3,Supply,454
Vatika Bay-443d87c3c171,Supply,61
Ventspils-4c7c50361179,Supply,2548
Violet-2381807cf9a0,Demand,74
Visakhapatnam-73ed77525071,Demand,626
Vlissingen-71c1b08d6d65,Supply,27
Vostochny-a1059c7eeec6,Supply,57
Vung Tau-fd30e1b2fc95,Supply,3856
Vysotsk-473b36081811,Supply,32
Wadi Feiran-f112385ebe45,Demand,289
Wadi Feiran-f112385ebe45,Supply,650
Walvis Bay-369248f61f6f,Supply,583
Weizhou Island-c73b468c4fba,Supply,109
Western Yantai-95889f42a047,Demand,9
Whakaaropai Terminal-8a42c792d8d6,Supply,18
Whiffen Head-9d95e17d2034,Demand,113
Whiffen Head-9d95e17d2034,Supply,10
Whitegate-af96b36e8476,Demand,229
Whitegate-af96b36e8476,Supply,17
Whyalla-d339d497833b,Supply,195
Widuri Marine Terminal-4917077fd7e9,Supply,305
Wilhelmshaven-34a71cee910d,Demand,130
Wilhelmshaven-34a71cee910d,Supply,67
Willemstad-9cf9d3381517,Demand,516
Willemstad-9cf9d3381517,Supply,18
Xijiang Terminal-f6552acab4d7,Demand,17
Xijiang Terminal-f6552acab4d7,Supply,16
Yabucoa-01be197794dc,Demand,15
Yanbu-28f231cac387,Demand,308
Yanbu-28f231cac387,Supply,43
Yangpu-da9d66d9e3a9,Demand,37
Yangpu-da9d66d9e3a9,Supply,268
Yangshan-6984eab6a8fc,Demand,230
Yantian-856379709c13,Demand,720
Yantian-856379709c13,Supply,289
Yeosu-e9b7bd6fcddb,Demand,62
Yeosu-e9b7bd6fcddb,Supply,12
Yingkou-54cfde7f5e3d,Demand,590
Yithion-2326abdb26a1,Supply,626
Yizheng-dff2e2344dd3,Demand,12
Yokkaichi-4e5f3a884727,Demand,23
Yokohama-aa8f1ab13ec7,Demand,27
Yokohama-aa8f1ab13ec7,Supply,501
Yumurtalik-4545edd2bd41,Supply,153
Yura-7aaaa98a7398,Demand,10
Zaafarana Terminal-c89ca7e88418,Demand,11
Zafiro-78c50cfb00e2,Supply,17
Zeebrugge-6352196beb0e,Demand,13
Zeit Bay Terminal-743e257bfe00,Demand,13
Zeit Bay Terminal-743e257bfe00,Supply,57
Zhanjiang-71e260383bb7,Demand,40
Zhanjiang-71e260383bb7,Supply,742
Zhoushan-611472facb34,Demand,24
Zhoushan-611472facb34,Supply,61
Zhuhai-937947ea68bb,Demand,10
Zhuhai-937947ea68bb,Supply,610
Zirku Island-a43755386268,Supply,225
